TimeStep,V[1],V[2],V[3],V[4],V[5],V[6],V[7],V[8],V[9],V[10],V[11],V[12],V[13],V[14],V[15],V[16],V[17],V[18],V[19],V[20],V[21],V[22],V[23],V[24],V[25],V[26]
285,-0.613956,-0.557748,-0.476626,-0.348032,-0.208712,-0.0603858,0.109276,0.247731,0.3921,0.503102,0.576749,0.62642,0.623526,0.59355,0.514678,0.413901,0.276646,0.131747,-0.0306414,-0.178456,-0.337497,-0.443052,-0.552278,-0.607172,-0.628301,-0.616032
286,-0.635538,-0.588771,-0.51009,-0.38428,-0.249356,-0.0926061,0.0730031,0.225278,0.373247,0.493512,0.577369,0.637578,0.638243,0.626392,0.540307,0.454348,0.313658,0.167505,0.00690211,-0.155667,-0.306611,-0.440354,-0.538534,-0.619057,-0.640085,-0.638747
287,-0.651816,-0.614924,-0.536362,-0.419138,-0.286669,-0.123475,0.034695,0.202168,0.350167,0.478366,0.57438,0.639651,0.651051,0.647907,0.565955,0.486443,0.349835,0.201057,0.0441456,-0.131104,-0.273101,-0.43223,-0.522096,-0.621864,-0.648457,-0.652998
288,-0.662747,-0.634719,-0.556735,-0.45167,-0.319294,-0.15511,-0.00219354,0.176086,0.324066,0.458309,0.5667,0.633504,0.66164,0.657396,0.591976,0.509826,0.384156,0.233369,0.078591,-0.101467,-0.242205,-0.413536,-0.507169,-0.613506,-0.653464,-0.660296
289,-0.667834,-0.646891,-0.572976,-0.480035,-0.347066,-0.188464,-0.0352119,0.145381,0.295868,0.434308,0.552675,0.621456,0.667288,0.657551,0.615444,0.526569,0.414644,0.265071,0.109179,-0.065831,-0.215977,-0.382987,-0.49418,-0.595019,-0.653416,-0.662658
290,-0.666318,-0.650981,-0.586314,-0.502291,-0.370926,-0.222635,-0.0640584,0.110083,0.265833,0.407244,0.531083,0.605907,0.664456,0.652766,0.631776,0.539794,0.439388,0.29581,0.13685,-0.0264006,-0.192322,-0.343921,-0.479612,-0.570056,-0.645868,-0.661278
291,-0.657544,-0.647543,-0.596698,-0.517324,-0.392203,-0.255237,-0.09053,0.0719777,0.233609,0.377498,0.502013,0.587874,0.650908,0.646562,0.637275,0.551734,0.457544,0.324201,0.163866,0.0126222,-0.166482,-0.302427,-0.458139,-0.54286,-0.629103,-0.655734
292,-0.641323,-0.637873,-0.602729,-0.525377,-0.411673,-0.283605,-0.117337,0.0337391,0.198679,0.344797,0.467044,0.566358,0.627077,0.639605,0.631139,0.562354,0.469726,0.348473,0.192269,0.0473937,-0.134057,-0.26395,-0.425834,-0.515897,-0.603242,-0.644228
293,-0.618093,-0.623366,-0.60232,-0.527882,-0.428952,-0.306145,-0.146462,-0.00238408,0.160876,0.308453,0.428576,0.538953,0.595894,0.629444,0.615799,0.569336,0.47754,0.367413,0.222401,0.0765844,-0.0937639,-0.230354,-0.38257,-0.488519,-0.570307,-0.624709
294,-0.588792,-0.604844,-0.593763,-0.52665,-0.442586,-0.323058,-0.177968,-0.0355804,0.12068,0.267919,0.388621,0.503394,0.561141,0.612081,0.595451,0.5694,0.482557,0.381029,0.25241,0.102032,-0.04832,-0.199142,-0.332246,-0.457454,-0.533193,-0.596212
295,-0.554501,-0.582181,-0.576657,-0.522832,-0.45081,-0.33607,-0.209887,-0.06666,0.0791076,0.223337,0.347761,0.459134,0.52535,0.584409,0.573666,0.560189,0.485333,0.390512,0.279099,0.127483,-0.00294798,-0.165227,-0.280717,-0.418841,-0.494138,-0.559615
296,-0.516032,-0.554452,-0.552181,-0.516237,-0.452515,-0.347337,-0.239205,-0.0973519,0.0373005,0.175732,0.30491,0.407983,0.488466,0.546085,0.551463,0.541612,0.485063,0.397463,0.299653,0.156167,0.0375645,-0.124172,-0.232642,-0.370641,-0.453585,-0.517332
297,-0.473671,-0.520514,-0.522567,-0.505404,-0.447895,-0.358153,-0.263377,-0.129142,-0.00392985,0.126716,0.258075,0.353385,0.448094,0.49979,0.526937,0.515909,0.480055,0.402856,0.313238,0.188648,0.0714953,-0.0749898,-0.189073,-0.314041,-0.410103,-0.472112
298,-0.427212,-0.479741,-0.49002,-0.488414,-0.438356,-0.3682,-0.281529,-0.16231,-0.0443312,0.0778081,0.20574,0.298696,0.401158,0.44975,0.496585,0.486418,0.468738,0.406354,0.321486,0.222264,0.10095,-0.0208631,-0.147164,-0.25303,-0.361424,-0.425632
299,-0.376273,-0.432522,-0.45566,-0.464031,-0.42575,-0.375728,-0.294714,-0.195666,-0.0840977,0.0297844,0.148068,0.245457,0.346003,0.399441,0.457536,0.455781,0.4506,0.406422,0.327544,0.252509,0.130329,0.0325789,-0.102138,-0.192405,-0.306003,-0.377714
300,-0.320715,-0.38025,-0.419047,-0.43253,-0.411353,-0.378526,-0.305147,-0.227112,-0.123511,-0.0175677,0.0872074,0.1927,0.283659,0.349843,0.409354,0.424621,0.426511,0.401194,0.334189,0.27556,0.163436,0.0803802,-0.0503286,-0.135339,-0.244191,-0.326629
301,-0.26097,-0.324814,-0.378571,-0.39574,-0.395178,-0.375137,-0.31487,-0.254657,-0.162567,-0.0650981,0.0264563,0.137725,0.217535,0.299227,0.354421,0.39142,0.398271,0.389606,0.342111,0.290448,0.200977,0.12091,0.00845335,-0.0819121,-0.178348,-0.270342
302,-0.198077,-0.267839,-0.332512,-0.356245,-0.376031,-0.36561,-0.324601,-0.277338,-0.200802,-0.113531,-0.0312866,0.0779504,0.151698,0.244567,0.296712,0.353619,0.367664,0.372093,0.349398,0.299568,0.239954,0.156498,0.0706062,-0.029411,-0.111827,-0.207967
303,-0.133422,-0.210087,-0.280206,-0.316147,-0.352274,-0.351416,-0.333378,-0.295552,-0.237399,-0.162731,-0.0849107,0.0127602,0.0887788,0.183694,0.239729,0.309277,0.335589,0.35044,0.352544,0.307194,0.275293,0.191714,0.130604,0.0257758,-0.0474007,-0.140618
304,-0.0683045,-0.151336,-0.222685,-0.276078,-0.322874,-0.3346,-0.339136,-0.310665,-0.271476,-0.21145,-0.135506,-0.0557338,0.028743,0.116888,0.184808,0.258338,0.301765,0.326843,0.348449,0.316873,0.302746,0.230359,0.18393,0.0857922,0.013968,-0.0711296
305,-0.0035609,-0.090803,-0.162424,-0.235002,-0.288123,-0.316687,-0.339857,-0.324142,-0.302374,-0.25774,-0.185517,-0.12351,-0.0307331,0.0469957,0.130743,0.202806,0.265142,0.302716,0.336239,0.329214,0.32131,0.272964,0.229367,0.149824,0.0733113,-0.00281533
306,0.0605535,-0.0278861,-0.102309,-0.190958,-0.249624,-0.297951,-0.334644,-0.336696,-0.329782,-0.299821,-0.237087,-0.186591,-0.0925053,-0.0219781,0.0748955,0.14579,0.22474,0.277971,0.317842,0.341421,0.333702,0.316294,0.269318,0.214318,0.132714,0.0620457
307,0.124165,0.0371696,-0.0443651,-0.142338,-0.209548,-0.27744,-0.324146,-0.347881,-0.353674,-0.3369,-0.290524,-0.243021,-0.157872,-0.0869317,0.0150835,0.0900024,0.180414,0.251187,0.296959,0.348852,0.344616,0.355113,0.308045,0.274752,0.193785,0.123136
308,0.187369,0.103058,0.0110707,-0.0890242,-0.169576,-0.253696,-0.310143,-0.356329,-0.374122,-0.369463,-0.343789,-0.293706,-0.225407,-0.147144,-0.048863,0.0365791,0.133091,0.220588,0.27701,0.347719,0.357778,0.385148,0.348874,0.327912,0.25643,0.181924
309,0.249836,0.167776,0.0652694,-0.0327285,-0.130148,-0.22573,-0.294574,-0.360444,-0.391144,-0.398819,-0.39333,-0.341612,-0.291422,-0.204301,-0.114769,-0.0151551,0.0843927,0.185248,0.259241,0.337332,0.373582,0.405471,0.39204,0.373364,0.318614,0.240485
310,0.310645,0.229374,0.120156,0.0236555,-0.0904401,-0.193683,-0.278551,-0.359193,-0.404653,-0.426167,-0.435817,-0.389751,-0.351801,-0.261091,-0.179136,-0.0668993,0.0358941,0.145809,0.242097,0.32056,0.38872,0.41888,0.434405,0.413311,0.377231,0.300014
311,0.368452,0.286707,0.176983,0.0773547,-0.049076,-0.158833,-0.261884,-0.352573,-0.414508,-0.451704,-0.469802,-0.439129,-0.40413,-0.319216,-0.238883,-0.120084,-0.0115179,0.104291,0.222233,0.302216,0.39806,0.430055,0.471182,0.450971,0.429571,0.359854
312,0.421911,0.339771,0.235351,0.126964,-0.00516781,-0.12296,-0.24333,-0.341566,-0.420588,-0.474327,-0.496345,-0.487846,-0.448843,-0.378041,-0.29276,-0.174831,-0.0578249,0.0630979,0.196577,0.286292,0.397657,0.442623,0.4986,0.48845,0.474538,0.417595
313,0.470119,0.389435,0.293113,0.17295,0.0409285,-0.0874797,-0.221399,-0.327627,-0.422811,-0.49211,-0.518232,-0.531909,-0.488703,-0.434656,-0.341656,-0.229718,-0.103534,0.0238211,0.164243,0.273672,0.387122,0.456872,0.515928,0.525354,0.512939,0.470158
314,0.512849,0.436714,0.347238,0.217127,0.0875763,-0.0528405,-0.195243,-0.312003,-0.421083,-0.503305,-0.53822,-0.567292,-0.526909,-0.485327,-0.387662,-0.282432,-0.149065,-0.0134618,0.12718,0.261665,0.36992,0.469489,0.525683,0.558926,0.546706,0.515245
315,0.550449,0.481956,0.395162,0.261389,0.132566,-0.0185042,-0.165174,-0.295207,-0.415258,-0.507281,-0.557316,-0.592077,-0.564932,-0.527441,-0.432514,-0.330852,-0.194254,-0.0499759,0.0891772,0.245656,0.351392,0.475487,0.531936,0.585561,0.577538,0.552321
316,0.583443,0.524406,0.435918,0.306406,0.174161,0.0165035,-0.132566,-0.276887,-0.405155,-0.50485,-0.574082,-0.607416,-0.601377,-0.560791,-0.476338,-0.373941,-0.238271,-0.087272,0.0538183,0.221904,0.335665,0.471163,0.537758,0.602789,0.605746,0.582609
317,0.612059,0.562362,0.470414,0.351007,0.211879,0.0528217,-0.0992341,-0.256118,-0.390693,-0.497771,-0.58537,-0.616747,-0.63255,-0.587447,-0.517424,-0.411953,-0.27995,-0.12608,0.0225786,0.189863,0.323256,0.456326,0.543342,0.610545,0.629973,0.608128
318,0.635932,0.593871,0.50072,0.392598,0.246555,0.0902082,-0.0666388,-0.231945,-0.372035,-0.48772,-0.588079,-0.623702,-0.654429,-0.6103,-0.553101,-0.445917,-0.318292,-0.165683,-0.00581902,0.15265,0.310797,0.434461,0.545902,0.611011,0.647901,0.630344
319,0.654147,0.617584,0.528742,0.428402,0.279659,0.127518,-0.0353344,-0.203925,-0.349653,-0.47533,-0.580911,-0.629909,-0.664887,-0.63116,-0.581151,-0.476762,-0.352821,-0.204179,-0.0344295,0.115388,0.293076,0.410731,0.541393,0.607172,0.657522,0.649241
320,0.665602,0.63332,0.555009,0.456822,0.312245,0.163194,-0.00490535,-0.172415,-0.324212,-0.459874,-0.565108,-0.633978,-0.664861,-0.649535,-0.600904,-0.504623,-0.383582,-0.239455,-0.0660813,0.082379,0.266196,0.388986,0.526983,0.600978,0.658196,0.663283
321,0.669506,0.642033,0.578244,0.478162,0.344148,0.195963,0.0256136,-0.138509,-0.296308,-0.439775,-0.543757,-0.632249,-0.657784,-0.662828,-0.613385,-0.528706,-0.41082,-0.270267,-0.101535,0.0547646,0.230003,0.369561,0.502808,0.592224,0.650916,0.670288
322,0.665738,0.645204,0.59594,0.494325,0.373889,0.22535,0.0570827,-0.103637,-0.266218,-0.413651,-0.520042,-0.620915,-0.64758,-0.667807,-0.62049,-0.547722,-0.434599,-0.29678,-0.138885,0.03004,0.188366,0.349174,0.471944,0.578782,0.637636,0.668644
323,0.654885,0.643992,0.605649,0.507616,0.399341,0.251727,0.0897036,-0.0690494,-0.233816,-0.381265,-0.495485,-0.598257,-0.636394,-0.662479,-0.623711,-0.560581,-0.45461,-0.320229,-0.174552,0.00369812,0.147107,0.322982,0.438649,0.558018,0.620107,0.65818
324,0.637937,0.638591,0.60625,0.519345,0.418791,0.275905,0.122823,-0.0353793,-0.198771,-0.343808,-0.469181,-0.565737,-0.623369,-0.647256,-0.623215,-0.566902,-0.470286,-0.341955,-0.205249,-0.0279601,0.110803,0.287603,0.405919,0.528514,0.598913,0.640184
325,0.6158,0.628155,0.598524,0.52899,0.431782,0.298527,0.155162,-0.00250108,-0.160926,-0.303351,-0.43848,-0.527277,-0.605195,-0.62472,-0.617795,-0.567074,-0.481123,-0.362403,-0.229754,-0.065497,0.0803024,0.243301,0.373842,0.491046,0.573275,0.616623
326,0.5889,0.611313,0.58471,0.534413,0.439272,0.319607,0.185319,0.0302609,-0.12064,-0.261781,-0.400709,-0.487158,-0.578111,-0.598148,-0.605692,-0.56187,-0.486959,-0.380725,-0.249435,-0.10585,0.0524262,0.194046,0.33973,0.44824,0.541704,0.589037
327,0.557075,0.586992,0.567281,0.532993,0.44302,0.338455,0.212306,0.0636572,-0.0788639,-0.219873,-0.354931,-0.447725,-0.540206,-0.569669,-0.585751,-0.551922,-0.488016,-0.395225,-0.267241,-0.143962,0.0220083,0.145411,0.299945,0.403139,0.503094,0.557782
328,0.519828,0.555098,0.547627,0.523077,0.444542,0.35401,0.235861,0.0979886,-0.0368575,-0.177057,-0.302703,-0.408245,-0.492685,-0.539149,-0.558194,-0.537385,-0.484666,-0.404354,-0.285764,-0.175559,-0.0149049,0.101526,0.252327,0.357544,0.457577,0.522046
329,0.476772,0.516682,0.525367,0.504923,0.444233,0.365351,0.256406,0.132782,0.00433209,-0.13202,-0.247408,-0.365545,-0.43937,-0.504444,-0.524556,-0.517979,-0.477105,-0.407642,-0.305567,-0.199459,-0.058566,0.0628864,0.197753,0.311158,0.406633,0.480596
330,0.428046,0.473502,0.498663,0.480628,0.441148,0.372104,0.274711,0.166839,0.0443158,-0.0837846,-0.192532,-0.316083,-0.384719,-0.462879,-0.486846,-0.493339,-0.465182,-0.405955,-0.324754,-0.21805,-0.105193,0.0262931,0.139904,0.262035,0.352407,0.432765
331,0.374452,0.427225,0.465367,0.453061,0.433552,0.374532,0.291417,0.19866,0.0834484,-0.032596,-0.139916,-0.258242,-0.331522,-0.413045,-0.446469,-0.463412,-0.448518,-0.400914,-0.34005,-0.235703,-0.148978,-0.0130278,0.0833553,0.208067,0.296652,0.379095
332,0.317253,0.378716,0.424373,0.424394,0.419927,0.373283,0.306652,0.227055,0.122454,0.0199239,-0.0889784,-0.193528,-0.279583,-0.355872,-0.403578,-0.428627,-0.426863,-0.39385,-0.348711,-0.256045,-0.185252,-0.0583862,0.0311293,0.148586,0.239961,0.32123
333,0.257737,0.327795,0.376416,0.395043,0.399866,0.368984,0.319908,0.251635,0.161775,0.0714714,-0.0373769,-0.125991,-0.226153,-0.294337,-0.357229,-0.389751,-0.40044,-0.384936,-0.35012,-0.279724,-0.212969,-0.109444,-0.0168333,0.0851254,0.181727,0.261167
334,0.196791,0.273602,0.323882,0.363586,0.374357,0.361909,0.330235,0.272921,0.201029,0.120189,0.0173122,-0.0602163,-0.167844,-0.231994,-0.306247,-0.347543,-0.37002,-0.373075,-0.3461,-0.303959,-0.235076,-0.162167,-0.0633694,0.0208473,0.120875,0.200323
335,0.134713,0.215362,0.269735,0.327714,0.345306,0.351901,0.33665,0.291982,0.238917,0.165545,0.0758691,0.000965424,-0.102901,-0.171193,-0.250235,-0.302464,-0.336636,-0.356631,-0.339765,-0.324113,-0.256569,-0.21094,-0.11213,-0.0410182,0.0568825,0.139001
336,0.0713751,0.153112,0.216137,0.285679,0.314576,0.338559,0.338576,0.309763,0.273707,0.208412,0.13668,0.0577278,-0.0325295,-0.112033,-0.190132,-0.254629,-0.30109,-0.334564,-0.333616,-0.336349,-0.281405,-0.251598,-0.165118,-0.0987962,-0.009518,0.0765718
337,0.00662562,0.0880069,0.163534,0.237442,0.283096,0.32156,0.336103,0.326438,0.304035,0.250298,0.196389,0.112765,0.0394829,-0.052658,-0.127954,-0.204042,-0.263561,-0.307244,-0.328029,-0.339785,-0.310077,-0.283608,-0.221181,-0.153071,-0.076405,0.0122566
338,-0.0592786,0.0220085,0.110684,0.184894,0.25052,0.300911,0.329936,0.34117,0.329582,0.292157,0.251564,0.169381,0.108618,0.00928717,-0.0658964,-0.150927,-0.223616,-0.27643,-0.321064,-0.336893,-0.339244,-0.310132,-0.276377,-0.206041,-0.141462,-0.0539928
339,-0.125464,-0.0428624,0.0556268,0.131037,0.215619,0.277002,0.321054,0.352419,0.351186,0.333533,0.300393,0.229265,0.171867,0.0749169,-0.00534149,-0.0959292,-0.180639,-0.244368,-0.309703,-0.331945,-0.363609,-0.335947,-0.325991,-0.259889,-0.203026,-0.121057
340,-0.190573,-0.105309,-0.00295217,0.0785781,0.177178,0.250448,0.310237,0.358694,0.370285,0.372546,0.343425,0.291244,0.229082,0.143094,0.0536373,-0.0400342,-0.13446,-0.212551,-0.291767,-0.328434,-0.378922,-0.364464,-0.367038,-0.315146,-0.260759,-0.186939
341,-0.253165,-0.165148,-0.064709,0.0287243,0.134872,0.221837,0.29769,0.359344,0.38796,0.40677,0.382938,0.3517,0.282661,0.210741,0.111973,0.0157458,-0.0857882,-0.180906,-0.267339,-0.327033,-0.384325,-0.39558,-0.399774,-0.370023,-0.315527,-0.249614
342,-0.312183,-0.223091,-0.127535,-0.0191895,0.089639,0.191531,0.282977,0.354953,0.404139,0.434488,0.421321,0.406388,0.3358,0.274292,0.170696,0.0707161,-0.0361376,-0.147935,-0.23883,-0.325265,-0.382704,-0.425618,-0.427331,-0.421125,-0.368553,-0.307921
343,-0.367212,-0.280048,-0.188409,-0.0670296,0.0433478,0.15963,0.265293,0.347084,0.417444,0.455566,0.459435,0.452584,0.390325,0.331421,0.229971,0.124637,0.0127585,-0.111775,-0.209641,-0.319072,-0.378866,-0.44937,-0.453679,-0.465151,-0.420349,-0.361956
344,-0.418409,-0.336322,-0.244745,-0.116548,-0.00204236,0.126109,0.243966,0.337471,0.425829,0.471417,0.495913,0.490326,0.445362,0.382057,0.288654,0.17756,0.0597236,-0.0715463,-0.182217,-0.305306,-0.376662,-0.463021,-0.48112,-0.500591,-0.470071,-0.412703
345,-0.466138,-0.391148,-0.295494,-0.168156,-0.0453504,0.0910176,0.218924,0.327073,0.427688,0.48405,0.527801,0.522059,0.4976,0.428101,0.344637,0.229454,0.104639,-0.0281738,-0.156687,-0.283645,-0.376748,-0.466256,-0.50877,-0.528402,-0.515697,-0.461135
346,-0.510501,-0.442821,-0.341408,-0.220456,-0.086589,0.0546347,0.190867,0.315525,0.422795,0.494759,0.552136,0.550936,0.542966,0.472014,0.39578,0.279878,0.148334,0.0158546,-0.130921,-0.256819,-0.376285,-0.462321,-0.532929,-0.55128,-0.554936,-0.507299
347,-0.551039,-0.489347,-0.38434,-0.270784,-0.126705,0.0174901,0.161044,0.301324,0.412514,0.503241,0.567533,0.57878,0.578721,0.515121,0.440871,0.327915,0.191886,0.0577017,-0.101968,-0.229011,-0.370721,-0.456031,-0.549114,-0.571915,-0.586348,-0.549968
348,-0.586751,-0.529263,-0.425968,-0.316456,-0.166803,-0.0197524,0.130721,0.282684,0.399111,0.507691,0.574837,0.604899,0.604781,0.556603,0.480055,0.372432,0.23572,0.0956601,-0.0680375,-0.203441,-0.356552,-0.450928,-0.554575,-0.591273,-0.610006,-0.587071
349,-0.616434,-0.56219,-0.466648,-0.356002,-0.207299,-0.0564727,0.100626,0.258622,0.384511,0.505818,0.576481,0.626413,0.623508,0.593756,0.514498,0.41251,0.279043,0.130012,-0.0297895,-0.180573,-0.33342,-0.447239,-0.54982,-0.60789,-0.627307,-0.61668
350,-0.639153,-0.588815,-0.505023,-0.389741,-0.24747,-0.092236,0.0706673,0.229661,0.369211,0.496217,0.574962,0.639865,0.638137,0.623355,0.545472,0.447784,0.319991,0.16272,0.00983443,-0.15802,-0.304333,-0.441835,-0.538273,-0.618609,-0.640023,-0.637967
351,-0.65459,-0.610336,-0.538593,-0.419362,-0.285663,-0.126829,0.0401124,0.197732,0.351997,0.479252,0.571331,0.64315,0.650775,0.643325,0.573425,0.478465,0.356441,0.196097,0.0471743,-0.13218,-0.273902,-0.430166,-0.52427,-0.620337,-0.649158,-0.651565
352,-0.66309,-0.627661,-0.564917,-0.446776,-0.320021,-0.160185,0.00813524,0.165292,0.330662,0.45692,0.564609,0.63664,0.661113,0.653767,0.597553,0.505016,0.387044,0.231217,0.0798707,-0.100597,-0.245689,-0.409011,-0.510566,-0.611805,-0.654263,-0.659118
353,-0.665387,-0.640819,-0.582788,-0.472875,-0.349331,-0.192246,-0.0255453,0.134105,0.303359,0.431755,0.552445,0.622873,0.666595,0.656752,0.616139,0.527686,0.411871,0.267021,0.108124,-0.0636168,-0.220259,-0.378432,-0.496814,-0.594303,-0.65363,-0.662238
354,-0.662154,-0.648871,-0.592742,-0.496894,-0.373523,-0.222841,-0.0603017,0.104384,0.269821,0.405413,0.532612,0.605031,0.663904,0.655042,0.627425,0.546181,0.432267,0.300681,0.134417,-0.0243326,-0.195062,-0.341781,-0.479873,-0.570977,-0.645257,-0.661513
355,-0.653631,-0.650385,-0.596636,-0.516714,-0.393548,-0.251626,-0.0947306,0.0747767,0.23173,0.377791,0.50442,0.585122,0.650877,0.65047,0.630529,0.559691,0.449967,0.32905,0.161857,0.0131236,-0.166201,-0.303814,-0.455763,-0.545085,-0.628031,-0.65611
356,-0.639527,-0.644193,-0.596536,-0.529935,-0.41071,-0.278126,-0.127235,0.0432542,0.191976,0.347204,0.46922,0.562933,0.627755,0.642918,0.625866,0.567267,0.465959,0.350357,0.192113,0.045912,-0.130976,-0.268034,-0.422097,-0.51822,-0.602433,-0.644249
357,-0.619236,-0.630017,-0.593546,-0.535127,-0.425834,-0.301833,-0.156749,0.00841033,0.153215,0.311549,0.429702,0.536335,0.597055,0.63045,0.614863,0.568326,0.47977,0.365158,0.224207,0.0740179,-0.0896728,-0.234849,-0.37959,-0.489538,-0.570365,-0.62426
358,-0.592259,-0.608631,-0.587206,-0.532556,-0.438714,-0.322323,-0.1832,-0.0295393,0.116519,0.269763,0.388425,0.502731,0.562186,0.610508,0.599138,0.562974,0.489605,0.37594,0.254892,0.100064,-0.0455448,-0.201598,-0.331774,-0.456412,-0.534188,-0.595632
359,-0.558574,-0.581478,-0.575797,-0.524005,-0.448153,-0.339344,-0.207432,-0.068649,0.0809188,0.2227,0.346484,0.460758,0.525618,0.581458,0.579629,0.551945,0.493292,0.385596,0.280422,0.127516,-0.00301049,-0.164398,-0.283112,-0.416135,-0.495519,-0.559435
360,-0.51878,-0.549963,-0.557351,-0.511782,-0.452563,-0.35284,-0.230616,-0.106113,0.0441307,0.172891,0.303092,0.411245,0.487674,0.543608,0.556176,0.53619,0.489495,0.395636,0.298669,0.158384,0.0348149,-0.120687,-0.236634,-0.367674,-0.454489,-0.517872
361,-0.47392,-0.514817,-0.530825,-0.497477,-0.450793,-0.362903,-0.253453,-0.13965,0.0040645,0.123302,0.256336,0.356891,0.446602,0.499141,0.527755,0.51636,0.478501,0.405202,0.310306,0.191802,0.0677678,-0.07094,-0.192459,-0.312465,-0.409884,-0.473202
362,-0.4251,-0.475874,-0.496768,-0.481137,-0.442735,-0.369675,-0.275625,-0.168622,-0.0397365,0.075818,0.204623,0.300883,0.399859,0.451024,0.493229,0.492491,0.4621,0.411472,0.318341,0.224376,0.0984816,-0.0185707,-0.148053,-0.253809,-0.360076,-0.426658
363,-0.373108,-0.432371,-0.457137,-0.461322,-0.429389,-0.373245,-0.29582,-0.194255,-0.0855716,0.0303557,0.147945,0.245289,0.34582,0.401539,0.452151,0.464098,0.442611,0.411257,0.326248,0.252078,0.130545,0.0319019,-0.100027,-0.195231,-0.304212,-0.377976
364,-0.31824,-0.383605,-0.414366,-0.435996,-0.412349,-0.373568,-0.312333,-0.218802,-0.130301,-0.014853,0.0881774,0.190181,0.284943,0.351275,0.405173,0.430603,0.421616,0.402855,0.33581,0.272553,0.166101,0.0772955,-0.0463967,-0.138756,-0.242975,-0.325799
365,-0.260425,-0.329558,-0.370202,-0.403762,-0.392999,-0.370464,-0.323917,-0.244117,-0.170919,-0.0619565,0.028253,0.133968,0.219728,0.299114,0.353851,0.391856,0.39913,0.387085,0.345949,0.286437,0.204349,0.117366,0.0120146,-0.0840895,-0.178473,-0.268728
366,-0.199568,-0.271165,-0.324956,-0.364764,-0.371853,-0.363696,-0.330427,-0.270439,-0.20608,-0.111921,-0.0293053,0.074711,0.153541,0.243191,0.299976,0.34842,0.373696,0.366876,0.353285,0.296876,0.241851,0.154633,0.0718368,-0.0291609,-0.113341,-0.206407
367,-0.135919,-0.210054,-0.277577,-0.320774,-0.348381,-0.353097,-0.33286,-0.296094,-0.236693,-0.163648,-0.0835982,0.0116104,0.0890044,0.182254,0.244829,0.301449,0.343365,0.345634,0.354087,0.307526,0.274441,0.192576,0.128882,0.0283339,-0.0495648,-0.140028
368,-0.0702494,-0.147935,-0.226486,-0.274405,-0.321416,-0.33869,-0.332771,-0.318295,-0.265225,-0.214305,-0.135578,-0.0542085,0.0268873,0.116636,0.188773,0.252234,0.306984,0.325336,0.346495,0.320233,0.299587,0.23329,0.180303,0.0892847,0.0122939,-0.0719713
369,-0.00375353,-0.0859477,-0.170721,-0.227898,-0.289913,-0.320744,-0.331377,-0.334608,-0.294085,-0.26072,-0.187155,-0.120069,-0.0339095,0.0483309,0.131393,0.20169,0.26505,0.305466,0.331667,0.333796,0.317768,0.276036,0.225922,0.152376,0.0730426,-0.00478359
370,0.0622846,-0.024354,-0.110745,-0.182129,-0.253652,-0.299716,-0.328853,-0.344244,-0.324037,-0.301,-0.23972,-0.183019,-0.0953043,-0.0198489,0.0720656,0.150087,0.219614,0.283427,0.313166,0.344589,0.332026,0.317503,0.267965,0.214584,0.134021,0.0599096
371,0.126866,0.0372776,-0.048479,-0.136381,-0.213506,-0.276105,-0.324231,-0.348448,-0.353557,-0.335445,-0.292984,-0.241237,-0.15857,-0.0855173,0.0106182,0.0971882,0.173306,0.256188,0.294921,0.34867,0.345986,0.353626,0.309421,0.272645,0.195984,0.121949
372,0.189492,0.0994939,0.0134597,-0.0889889,-0.171144,-0.250286,-0.315961,-0.349736,-0.379534,-0.366174,-0.344831,-0.294737,-0.223302,-0.147663,-0.0522887,0.0426944,0.128031,0.222213,0.278968,0.34414,0.361521,0.381839,0.352012,0.324619,0.258348,0.182348
373,0.250096,0.162315,0.0728937,-0.0385003,-0.128322,-0.222412,-0.302824,-0.350418,-0.398926,-0.395686,-0.392291,-0.34498,-0.287393,-0.206798,-0.115255,-0.0132714,0.0841053,0.182527,0.2643,0.332318,0.377504,0.4024,0.394973,0.370662,0.319227,0.242347
374,0.308751,0.224886,0.128975,0.0152799,-0.0861512,-0.192451,-0.284679,-0.351239,-0.410421,-0.425173,-0.43305,-0.393656,-0.347974,-0.264262,-0.176629,-0.0699403,0.0403391,0.140301,0.247532,0.317012,0.390391,0.418029,0.435359,0.412565,0.376224,0.302371
375,0.365296,0.285619,0.182343,0.0709315,-0.0447233,-0.160342,-0.262618,-0.350934,-0.415138,-0.453612,-0.466596,-0.441372,-0.402751,-0.321128,-0.235095,-0.126061,-0.00500146,0.0991835,0.225004,0.302301,0.396299,0.432085,0.469622,0.452402,0.427496,0.361486
376,0.41911,0.342751,0.234469,0.125936,-0.00328988,-0.126198,-0.238426,-0.34695,-0.415928,-0.478161,-0.494312,-0.487044,-0.450967,-0.377321,-0.290051,-0.180347,-0.0529169,0.0613675,0.195072,0.290138,0.393324,0.446408,0.49553,0.491065,0.472497,0.417654
377,0.469159,0.395012,0.286557,0.177782,0.0391075,-0.0904238,-0.213669,-0.336932,-0.415689,-0.495679,-0.518454,-0.52832,-0.49345,-0.431435,-0.341584,-0.231928,-0.102838,0.0265148,0.159244,0.279214,0.382704,0.460126,0.513261,0.527577,0.511963,0.468618
