TimeStep,V[1],V[2],V[3],V[4],V[5],V[6],V[7],V[8],V[9],V[10],V[11],V[12],V[13],V[14],V[15],V[16],V[17],V[18],V[19],V[20],V[21],V[22],V[23],V[24],V[25],V[26]
378,0.514287,0.442038,0.338596,0.225066,0.0829,-0.0536906,-0.188915,-0.320122,-0.415638,-0.504466,-0.540627,-0.56277,-0.531791,-0.481302,-0.390095,-0.280544,-0.152719,-0.0078227,0.121469,0.265776,0.368107,0.470139,0.525069,0.559521,0.547197,0.512902
379,0.553597,0.484304,0.389096,0.267981,0.127543,-0.0167489,-0.163548,-0.297867,-0.414567,-0.505217,-0.56066,-0.589114,-0.567155,-0.524955,-0.435807,-0.326371,-0.199996,-0.0445413,0.0859856,0.245933,0.353464,0.472964,0.533752,0.584328,0.579079,0.550353
380,0.586721,0.522616,0.435643,0.307947,0.171599,0.0198102,-0.136277,-0.272923,-0.409521,-0.500596,-0.576576,-0.607766,-0.599431,-0.561445,-0.478423,-0.369614,-0.242835,-0.0850635,0.0549911,0.218091,0.340647,0.466831,0.540877,0.600617,0.607379,0.581942
381,0.613819,0.557439,0.475976,0.346593,0.213298,0.0557135,-0.106039,-0.247972,-0.397528,-0.493671,-0.585657,-0.620387,-0.627182,-0.591063,-0.517105,-0.410115,-0.280945,-0.128289,0.0275131,0.184063,0.328384,0.452742,0.54582,0.608822,0.630765,0.608954
382,0.635321,0.588434,0.508997,0.384642,0.251291,0.0909808,-0.0727769,-0.224184,-0.377386,-0.486112,-0.586001,-0.628745,-0.648385,-0.614908,-0.550746,-0.447231,-0.315471,-0.171035,0.000149253,0.148169,0.313075,0.43388,0.546172,0.610761,0.647475,0.63207
383,0.651544,0.614463,0.535164,0.421318,0.28517,0.125722,-0.0376303,-0.200669,-0.350456,-0.477205,-0.577626,-0.633578,-0.661483,-0.63407,-0.578382,-0.480037,-0.348064,-0.209699,-0.0307491,0.114852,0.291036,0.413719,0.539246,0.608448,0.656233,0.650858
384,0.662406,0.634049,0.55606,0.454591,0.315494,0.159867,-0.00243594,-0.175133,-0.320012,-0.46428,-0.562466,-0.634131,-0.66614,-0.648917,-0.59951,-0.507713,-0.37968,-0.24217,-0.066736,0.0862011,0.260834,0.393993,0.523726,0.602866,0.656879,0.663947
385,0.667377,0.646063,0.573373,0.482123,0.343296,0.192994,0.0311725,-0.145352,-0.289474,-0.444324,-0.543258,-0.628633,-0.663285,-0.658854,-0.614169,-0.529859,-0.409851,-0.268855,-0.106156,0.0608608,0.224304,0.373743,0.500485,0.59345,0.650362,0.669766
386,0.665722,0.650237,0.587854,0.502395,0.369347,0.224363,0.0625374,-0.110627,-0.260573,-0.415835,-0.521982,-0.615396,-0.654466,-0.662648,-0.622782,-0.546558,-0.436819,-0.292228,-0.144917,0.0349752,0.185636,0.350031,0.472091,0.578533,0.638121,0.667391
387,0.656872,0.647255,0.598814,0.515405,0.393577,0.253162,0.0921722,-0.0723589,-0.232484,-0.379853,-0.498763,-0.593866,-0.640934,-0.659111,-0.625847,-0.558143,-0.458469,-0.315186,-0.178706,0.00462926,0.149064,0.319858,0.441313,0.556467,0.621255,0.65701
388,0.640752,0.638349,0.604438,0.522553,0.41497,0.278822,0.121267,-0.0334186,-0.202448,-0.339528,-0.471911,-0.565007,-0.622994,-0.647725,-0.623657,-0.56485,-0.473465,-0.339182,-0.205346,-0.0316524,0.116514,0.282157,0.409574,0.526715,0.599958,0.639773
389,0.617863,0.624635,0.602742,0.52578,0.432005,0.301215,0.150799,0.00333309,-0.167536,-0.298486,-0.439064,-0.53079,-0.599979,-0.628892,-0.616166,-0.566586,-0.481915,-0.363246,-0.225904,-0.0718292,0.0866312,0.238623,0.376267,0.490265,0.573561,0.617119
390,0.589094,0.606548,0.592643,0.526441,0.443392,0.320613,0.180782,0.0365137,-0.126534,-0.258913,-0.398763,-0.493135,-0.570819,-0.603706,-0.603052,-0.562967,-0.485177,-0.384461,-0.243909,-0.111337,0.0557611,0.1929,0.339352,0.449131,0.5411,0.590021
391,0.555348,0.583675,0.574565,0.524532,0.448717,0.33741,0.210087,0.0668287,-0.0808519,-0.220481,-0.351523,-0.452934,-0.534823,-0.573402,-0.583921,-0.553596,-0.484942,-0.399598,-0.263132,-0.145576,0.0203196,0.148598,0.296841,0.405279,0.502071,0.558579
392,0.517195,0.55509,0.550242,0.518688,0.448625,0.351762,0.236961,0.0964689,-0.0339412,-0.180738,-0.299761,-0.409753,-0.492218,-0.538816,-0.558558,-0.538375,-0.482159,-0.406933,-0.28524,-0.17244,-0.0208618,0.107342,0.248256,0.35965,0.456894,0.522174
393,0.474743,0.519983,0.521844,0.506969,0.444445,0.363378,0.259915,0.127648,0.0104691,-0.136757,-0.246621,-0.362372,-0.444141,-0.500133,-0.527102,-0.517657,-0.476476,-0.407179,-0.308705,-0.193386,-0.0656097,0.0680259,0.195167,0.311862,0.40684,0.480068
394,0.427775,0.478256,0.490892,0.487978,0.437435,0.371576,0.278473,0.161129,0.0502944,-0.0870755,-0.19438,-0.309806,-0.39213,-0.457021,-0.490091,-0.492096,-0.466503,-0.402972,-0.3296,-0.212431,-0.109464,0.0277183,0.140484,0.26076,0.353467,0.432062
395,0.376099,0.430755,0.457568,0.461721,0.428088,0.375617,0.293333,0.195603,0.0860707,-0.0328061,-0.143378,-0.252189,-0.33746,-0.409053,-0.448339,-0.462324,-0.450741,-0.397264,-0.343812,-0.233644,-0.148097,-0.0163149,0.0869465,0.205452,0.297941,0.378824
396,0.319894,0.379006,0.420786,0.429697,0.415866,0.375109,0.305836,0.228277,0.120421,0.0227307,-0.0921069,-0.19098,-0.280702,-0.356156,-0.402726,-0.42865,-0.428586,-0.391559,-0.349369,-0.258613,-0.179675,-0.0647,0.0357354,0.146174,0.240644,0.321698
397,0.259878,0.324611,0.378989,0.394204,0.399536,0.37025,0.317074,0.256327,0.156323,0.075651,-0.0384002,-0.128374,-0.221767,-0.298851,-0.353963,-0.391011,-0.400791,-0.385067,-0.347517,-0.285385,-0.205754,-0.115304,-0.0139493,0.0844593,0.181299,0.262151
398,0.197198,0.268637,0.331216,0.357202,0.377924,0.361746,0.327157,0.278388,0.195174,0.123478,0.0189802,-0.0662904,-0.160344,-0.238194,-0.302444,-0.349211,-0.369105,-0.375244,-0.341913,-0.309488,-0.230183,-0.164244,-0.0640835,0.0225053,0.119515,0.201191
399,0.133101,0.211311,0.277859,0.319397,0.350681,0.350432,0.335076,0.295192,0.235783,0.1663,0.0792945,-0.00554652,-0.0964483,-0.175462,-0.248257,-0.303311,-0.33532,-0.359399,-0.336447,-0.326437,-0.256651,-0.207962,-0.116289,-0.0378585,0.0553914,0.139118
400,0.0685772,0.152205,0.220686,0.280028,0.318626,0.336813,0.339253,0.309018,0.274855,0.206448,0.139939,0.0542725,-0.0307386,-0.11178,-0.191363,-0.253894,-0.300324,-0.336377,-0.332957,-0.334265,-0.286338,-0.245121,-0.170514,-0.095961,-0.0101857,0.0757407
401,0.00414528,0.090788,0.162119,0.237493,0.283457,0.320792,0.338444,0.322244,0.308701,0.246886,0.19766,0.114192,0.0355767,-0.0478765,-0.131867,-0.202021,-0.263746,-0.307332,-0.330187,-0.33458,-0.317049,-0.277186,-0.224748,-0.152351,-0.0757397,0.0108976
402,-0.0600838,0.0270347,0.104168,0.190471,0.246971,0.301767,0.332469,0.335875,0.335182,0.289245,0.250157,0.174851,0.101154,0.0159454,-0.07026,-0.148861,-0.2244,-0.275124,-0.324601,-0.33155,-0.344352,-0.307331,-0.275937,-0.208098,-0.139764,-0.0550557
403,-0.124123,-0.0382422,0.0476168,0.138901,0.210225,0.279066,0.322329,0.348881,0.354759,0.332649,0.297126,0.235756,0.164974,0.0796151,-0.00749232,-0.0952341,-0.181267,-0.242726,-0.312525,-0.329413,-0.364053,-0.338336,-0.321564,-0.26377,-0.20129,-0.121097
404,-0.187762,-0.103522,-0.00810683,0.0842856,0.1731,0.252462,0.30964,0.358733,0.370065,0.374006,0.340152,0.295225,0.226571,0.143018,0.0551786,-0.0413464,-0.134385,-0.2116,-0.292376,-0.329985,-0.374544,-0.370705,-0.360932,-0.318726,-0.260113,-0.185814
405,-0.250345,-0.167097,-0.0642918,0.0291244,0.134533,0.222473,0.295716,0.362822,0.384244,0.409597,0.381488,0.351074,0.285894,0.205767,0.116524,0.0130733,-0.0850879,-0.181017,-0.26564,-0.331617,-0.37765,-0.402169,-0.395351,-0.371179,-0.316542,-0.247925
406,-0.310817,-0.227688,-0.121909,-0.024207,0.0932998,0.190242,0.280856,0.359941,0.399022,0.43703,0.422473,0.401617,0.342936,0.267125,0.175702,0.0683002,-0.0354507,-0.14871,-0.236059,-0.330206,-0.377474,-0.428851,-0.427122,-0.418983,-0.370838,-0.306714
407,-0.367983,-0.284823,-0.180759,-0.0745164,0.0489288,0.157045,0.264237,0.350956,0.413637,0.456442,0.462496,0.446389,0.397365,0.326101,0.232441,0.124084,0.0127357,-0.112448,-0.207515,-0.321642,-0.377924,-0.44743,-0.457915,-0.460683,-0.422696,-0.362108
408,-0.42087,-0.338768,-0.239277,-0.122201,0.00221881,0.123707,0.244494,0.338302,0.425218,0.470246,0.499138,0.486138,0.4484,0.381659,0.286938,0.179412,0.058811,-0.0715916,-0.18188,-0.304251,-0.380392,-0.457003,-0.48753,-0.496164,-0.471106,-0.414354
409,-0.468964,-0.39006,-0.295111,-0.168765,-0.0449385,0.0902623,0.220634,0.324598,0.430408,0.481589,0.529387,0.522112,0.495009,0.432948,0.339481,0.232744,0.103391,-0.0276655,-0.158088,-0.279806,-0.382932,-0.459544,-0.513805,-0.526504,-0.514679,-0.46351
410,-0.512212,-0.438903,-0.346154,-0.215713,-0.0903603,0.0560807,0.192745,0.311175,0.427263,0.492415,0.551233,0.555061,0.536285,0.479445,0.389999,0.282626,0.14771,0.0163572,-0.132968,-0.252524,-0.381426,-0.458675,-0.533738,-0.553102,-0.552249,-0.50908
411,-0.550788,-0.484781,-0.391446,-0.263438,-0.132564,0.0204073,0.162073,0.297394,0.416345,0.502275,0.564689,0.58456,0.571752,0.520966,0.437781,0.328305,0.192574,0.0576375,-0.103306,-0.226669,-0.372039,-0.457472,-0.545172,-0.576615,-0.583362,-0.550024
412,-0.584754,-0.526488,-0.431447,-0.310726,-0.171396,-0.0169914,0.130433,0.281116,0.400388,0.508546,0.571652,0.609073,0.601425,0.557544,0.481552,0.369977,0.237558,0.0949494,-0.0679094,-0.204171,-0.353506,-0.456615,-0.548022,-0.59636,-0.608359,-0.585147
413,-0.613818,-0.562584,-0.46753,-0.355174,-0.207928,-0.0554551,0.0992905,0.260045,0.382736,0.507943,0.574697,0.626709,0.625569,0.589222,0.519893,0.40847,0.280988,0.129171,-0.0284543,-0.183668,-0.327919,-0.453973,-0.5443,-0.61056,-0.627983,-0.613635
414,-0.63732,-0.591994,-0.500973,-0.394298,-0.243662,-0.0935722,0.0690647,0.233165,0.365467,0.498421,0.575492,0.636235,0.644341,0.615867,0.551811,0.444512,0.320705,0.162507,0.0113689,-0.161492,-0.299556,-0.445879,-0.536906,-0.617308,-0.642759,-0.635373
415,-0.654458,-0.614431,-0.532027,-0.426715,-0.27948,-0.129775,0.0390623,0.201434,0.348298,0.480372,0.573796,0.637728,0.657531,0.637083,0.577131,0.478035,0.355174,0.19692,0.0478774,-0.134007,-0.272453,-0.429347,-0.52789,-0.615671,-0.652525,-0.650873
416,-0.66462,-0.630402,-0.559585,-0.452734,-0.31492,-0.163058,0.00807333,0.167336,0.328872,0.456425,0.567599,0.632488,0.66458,0.652271,0.596478,0.507932,0.384242,0.232738,0.0793746,-0.0998936,-0.248165,-0.403912,-0.517232,-0.606263,-0.656415,-0.660823
417,-0.66765,-0.640788,-0.581646,-0.474029,-0.348217,-0.193401,-0.0247266,0.133586,0.304261,0.429979,0.55434,0.622244,0.664853,0.660824,0.610827,0.532466,0.409066,0.268273,0.106919,-0.0610503,-0.225017,-0.372003,-0.502868,-0.590923,-0.653325,-0.665541
418,-0.663877,-0.646249,-0.596309,-0.492548,-0.377088,-0.221629,-0.0591076,0.101721,0.27279,0.403326,0.532467,0.60814,0.658011,0.662362,0.620848,0.550128,0.431237,0.30067,0.133454,-0.0215964,-0.199279,-0.337634,-0.481972,-0.571668,-0.642577,-0.664688
419,-0.65391,-0.646779,-0.60276,-0.509281,-0.399856,-0.24878,-0.0937469,0.0714196,0.235134,0.37646,0.502434,0.590099,0.644222,0.656902,0.626413,0.56044,0.451626,0.327475,0.161845,0.0144042,-0.16754,-0.304178,-0.452738,-0.549547,-0.624384,-0.65742
420,-0.638304,-0.641681,-0.601665,-0.523582,-0.416269,-0.275327,-0.12684,0.0408962,0.194062,0.347252,0.466557,0.56694,0.62411,0.644855,0.626563,0.564214,0.469674,0.347951,0.193012,0.0451401,-0.128887,-0.272541,-0.415607,-0.524073,-0.599812,-0.64291
421,-0.617292,-0.629962,-0.59476,-0.533422,-0.42755,-0.300723,-0.156996,0.00814947,0.152993,0.312873,0.427792,0.537187,0.598439,0.626851,0.619991,0.563077,0.483575,0.363359,0.225257,0.071885,-0.0856002,-0.240814,-0.373197,-0.493605,-0.57026,-0.620915
422,-0.590733,-0.610938,-0.583868,-0.536467,-0.435633,-0.323539,-0.183884,-0.027695,0.114219,0.271633,0.388184,0.500088,0.567758,0.603465,0.605781,0.558493,0.491263,0.376037,0.255172,0.0980022,-0.0419666,-0.205604,-0.32896,-0.456461,-0.53674,-0.592053
423,-0.55831,-0.5847,-0.569873,-0.531358,-0.441999,-0.342151,-0.208249,-0.0657175,0.0778102,0.224159,0.347867,0.45624,0.5322,0.574984,0.584002,0.550866,0.491628,0.387855,0.279547,0.126744,-0.00194459,-0.164247,-0.285355,-0.412112,-0.499411,-0.557585
424,-0.519855,-0.552173,-0.552264,-0.518492,-0.446764,-0.355566,-0.231297,-0.103588,0.0418316,0.173229,0.30521,0.407446,0.491579,0.541351,0.555791,0.539256,0.485197,0.398981,0.297133,0.159166,0.0329484,-0.116605,-0.242612,-0.361741,-0.457638,-0.518828
425,-0.475635,-0.514729,-0.529488,-0.499833,-0.448558,-0.363935,-0.25382,-0.138756,0.00371337,0.122389,0.258015,0.355889,0.445715,0.502326,0.522854,0.521921,0.473859,0.407722,0.309208,0.19338,0.0642806,-0.0653692,-0.19882,-0.307826,-0.410569,-0.476537
426,-0.426405,-0.473571,-0.499935,-0.477876,-0.445264,-0.368414,-0.275588,-0.169742,-0.0380355,0.0741348,0.205059,0.303105,0.394783,0.457796,0.486642,0.497394,0.459764,0.411522,0.31864,0.225569,0.0955289,-0.0147139,-0.151297,-0.252955,-0.357889,-0.430634
427,-0.373223,-0.429239,-0.462993,-0.454308,-0.435219,-0.370455,-0.29537,-0.196783,-0.0827654,0.0287424,0.147086,0.249349,0.339477,0.408052,0.447669,0.465485,0.444049,0.408511,0.328044,0.252118,0.129798,0.0319222,-0.0984456,-0.198584,-0.300297,-0.380461
428,-0.317103,-0.38151,-0.419576,-0.429153,-0.418205,-0.370922,-0.311565,-0.221469,-0.127878,-0.0156071,0.0866595,0.193741,0.280882,0.353889,0.405369,0.427586,0.426182,0.398644,0.338141,0.271587,0.167797,0.0736004,-0.0409812,-0.144453,-0.239417,-0.325423
429,-0.258722,-0.329762,-0.371812,-0.400866,-0.395647,-0.369546,-0.32307,-0.245621,-0.170141,-0.061483,0.0269677,0.135091,0.220131,0.296442,0.358605,0.386083,0.404328,0.383747,0.347314,0.285374,0.20726,0.112168,0.0181784,-0.0890239,-0.17717,-0.265637
430,-0.198324,-0.27359,-0.322064,-0.367349,-0.369902,-0.365061,-0.329849,-0.270074,-0.207341,-0.110442,-0.0297222,0.0729183,0.158047,0.236836,0.306548,0.343171,0.376549,0.366431,0.352595,0.296694,0.244132,0.150904,0.0753219,-0.030687,-0.114972,-0.202207
431,-0.135894,-0.21333,-0.271831,-0.327312,-0.343029,-0.355942,-0.33288,-0.294076,-0.239327,-0.16187,-0.0830674,0.00807377,0.0949963,0.175845,0.249442,0.299764,0.342134,0.348548,0.351458,0.308523,0.274799,0.192332,0.127823,0.0309646,-0.0532248,-0.136933
432,-0.0714988,-0.150181,-0.221136,-0.281207,-0.315728,-0.341334,-0.333509,-0.315644,-0.267849,-0.213093,-0.13453,-0.0574145,0.0310185,0.113747,0.188784,0.255143,0.302232,0.33013,0.343325,0.321757,0.298028,0.236501,0.175387,0.0945493,0.00859624,-0.0716102
433,-0.00558564,-0.0858523,-0.168781,-0.231204,-0.287067,-0.321624,-0.332606,-0.332646,-0.295309,-0.260683,-0.186213,-0.121176,-0.0338298,0.0504757,0.126803,0.207582,0.259402,0.309469,0.329888,0.334662,0.31549,0.280732,0.219942,0.157354,0.0712942,-0.00732731
434,0.0609133,-0.0219302,-0.113296,-0.1802,-0.255155,-0.298317,-0.330033,-0.343944,-0.323182,-0.302193,-0.239336,-0.181533,-0.099142,-0.0140129,0.0655006,0.155602,0.216304,0.284283,0.314064,0.343913,0.330574,0.320992,0.264223,0.216576,0.135127,0.0558384
435,0.126754,0.0406915,-0.0540796,-0.130424,-0.218391,-0.273264,-0.324744,-0.349952,-0.351021,-0.337315,-0.29323,-0.238139,-0.164036,-0.0793583,0.00581401,0.0991362,0.174317,0.253269,0.29825,0.346574,0.346231,0.354051,0.309895,0.270641,0.19929,0.118527
436,0.190731,0.101984,0.00794887,-0.0824219,-0.176578,-0.247693,-0.315446,-0.352276,-0.376605,-0.367801,-0.345444,-0.291843,-0.227317,-0.144628,-0.052629,0.039902,0.132906,0.217071,0.282946,0.341809,0.363133,0.37918,0.356316,0.319809,0.262016,0.181375
437,0.252013,0.16247,0.0705365,-0.0349971,-0.131249,-0.221609,-0.301429,-0.352693,-0.397133,-0.396219,-0.392891,-0.343881,-0.287826,-0.208478,-0.110991,-0.0192601,0.0901454,0.178083,0.266573,0.331316,0.379231,0.398371,0.400654,0.365728,0.321256,0.244282
438,0.310279,0.222591,0.131049,0.0138439,-0.0850206,-0.193916,-0.283055,-0.352068,-0.410741,-0.424269,-0.433367,-0.394843,-0.344781,-0.269559,-0.170231,-0.0757253,0.0441095,0.139178,0.246576,0.318255,0.390937,0.41499,0.439315,0.410191,0.375537,0.306107
439,0.365572,0.282124,0.187646,0.0654836,-0.0403231,-0.163209,-0.26161,-0.349866,-0.417461,-0.451643,-0.466577,-0.444046,-0.397897,-0.326963,-0.230207,-0.128326,-0.00570541,0.102155,0.221128,0.305347,0.395223,0.431651,0.46982,0.45381,0.424511,0.36497
440,0.417961,0.339974,0.240018,0.119619,0.00176823,-0.128766,-0.238617,-0.344511,-0.419082,-0.47608,-0.49407,-0.489644,-0.447231,-0.380426,-0.289401,-0.177761,-0.0577725,0.0668274,0.190378,0.293303,0.391354,0.448577,0.492058,0.495402,0.468871,0.41901
441,0.467202,0.394471,0.289271,0.174143,0.0419241,-0.091167,-0.215021,-0.334377,-0.418022,-0.494565,-0.518143,-0.529446,-0.492843,-0.430194,-0.345449,-0.225923,-0.109136,0.0313398,0.15648,0.280515,0.381255,0.463407,0.508172,0.532435,0.509671,0.467157
442,0.512585,0.444015,0.337009,0.226059,0.081947,-0.0521581,-0.190738,-0.318793,-0.415878,-0.504968,-0.540342,-0.561938,-0.53448,-0.47659,-0.39619,-0.274503,-0.156885,-0.00648776,0.122414,0.264172,0.368319,0.472532,0.521157,0.562292,0.547457,0.509471
443,0.553074,0.487693,0.384145,0.272915,0.123497,-0.0138321,-0.164849,-0.298484,-0.412514,-0.507174,-0.560439,-0.586945,-0.571474,-0.519551,-0.440631,-0.323704,-0.199632,-0.0475953,0.0903091,0.242091,0.355393,0.473174,0.532999,0.583609,0.581711,0.546848
444,0.587649,0.525548,0.430109,0.313944,0.166891,0.0224054,-0.136308,-0.275183,-0.406194,-0.503064,-0.576453,-0.605547,-0.602906,-0.558393,-0.479273,-0.371814,-0.238112,-0.0908593,0.0603218,0.214138,0.343151,0.464974,0.543435,0.596914,0.610934,0.580264
445,0.615676,0.558316,0.472911,0.35026,0.210678,0.0564719,-0.10474,-0.250682,-0.394665,-0.495372,-0.585708,-0.619307,-0.627949,-0.591955,-0.51359,-0.41592,-0.274524,-0.133524,0.0307366,0.1824,0.329812,0.450157,0.550059,0.604198,0.633339,0.609987
446,0.637082,0.586804,0.510029,0.383992,0.252233,0.0894693,-0.0708417,-0.225883,-0.376533,-0.486097,-0.586306,-0.629258,-0.646181,-0.619051,-0.544962,-0.453355,-0.310997,-0.172639,-0.00077074,0.150014,0.312342,0.43222,0.5497,0.607667,0.647733,0.635225
447,0.65225,0.61125,0.53963,0.416851,0.289057,0.122841,-0.0361395,-0.200413,-0.352131,-0.475394,-0.578167,-0.635238,-0.657691,-0.638982,-0.573661,-0.483045,-0.34808,-0.206641,-0.0354952,0.119389,0.288395,0.413918,0.54026,0.608406,0.654106,0.654422
448,0.661684,0.631023,0.561426,0.448945,0.320018,0.157317,-0.00224491,-0.173028,-0.323387,-0.461565,-0.563054,-0.635935,-0.66292,-0.6518,-0.5985,-0.505968,-0.384175,-0.23611,-0.072701,0.090919,0.257813,0.395741,0.52194,0.605719,0.653553,0.666024
449,0.665641,0.644855,0.576677,0.478529,0.345826,0.192271,0.0299374,-0.142526,-0.292785,-0.442138,-0.543576,-0.629629,-0.662335,-0.658182,-0.617352,-0.524426,-0.416261,-0.263238,-0.109875,0.0629486,0.222811,0.375774,0.497147,0.597548,0.647605,0.669288
450,0.663925,0.651456,0.587356,0.502841,0.368452,0.225887,0.0605741,-0.108636,-0.262044,-0.415399,-0.521751,-0.615183,-0.656126,-0.658968,-0.628256,-0.540559,-0.441503,-0.290314,-0.144079,0.0330005,0.186757,0.350987,0.469154,0.581695,0.637327,0.66466
451,0.655982,0.650178,0.594919,0.519542,0.389831,0.256031,0.090616,-0.0723351,-0.231296,-0.381489,-0.497954,-0.592728,-0.644103,-0.654633,-0.630464,-0.554959,-0.45879,-0.318146,-0.173577,-0.000506465,0.1523,0.319172,0.440302,0.557158,0.62273,0.653498
452,0.641224,0.641354,0.599413,0.527953,0.410585,0.281351,0.121034,-0.035425,-0.199209,-0.342432,-0.470847,-0.56365,-0.625848,-0.645004,-0.624839,-0.566206,-0.46929,-0.345378,-0.198726,-0.0371054,0.11999,0.280376,0.410798,0.524796,0.602824,0.637307
453,0.619406,0.626111,0.599402,0.529359,0.429529,0.301929,0.152041,0.000367355,-0.163985,-0.301115,-0.438307,-0.529903,-0.601025,-0.629375,-0.613344,-0.571611,-0.475671,-0.369141,-0.221591,-0.0743948,0.0881816,0.237009,0.378788,0.486946,0.576272,0.616917
454,0.590851,0.605769,0.592779,0.52622,0.444235,0.319105,0.182775,0.034225,-0.124607,-0.259808,-0.398809,-0.493031,-0.569676,-0.606974,-0.597928,-0.568745,-0.480436,-0.386645,-0.24451,-0.109337,0.0542755,0.192566,0.341648,0.446222,0.542293,0.592088
455,0.556377,0.581169,0.577982,0.520727,0.452358,0.334573,0.211645,0.0665137,-0.0816237,-0.219081,-0.352478,-0.453477,-0.532323,-0.577501,-0.579438,-0.556857,-0.484365,-0.396772,-0.268491,-0.13994,0.0165056,0.14977,0.297716,0.4042,0.501252,0.561762
456,0.516987,0.5523,0.554935,0.513538,0.452941,0.349255,0.237126,0.0983436,-0.0370103,-0.177734,-0.301204,-0.410543,-0.489833,-0.54143,-0.557208,-0.537353,-0.485989,-0.40069,-0.292431,-0.166287,-0.0248016,0.109214,0.247458,0.36074,0.454636,0.524815
457,0.473475,0.518444,0.525169,0.50342,0.446948,0.36265,0.258541,0.130697,0.00678369,-0.133754,-0.247773,-0.363024,-0.443117,-0.499894,-0.52954,-0.513042,-0.482435,-0.401105,-0.313642,-0.190292,-0.0672485,0.069303,0.193391,0.314321,0.4044,0.480884
458,0.426193,0.478753,0.491058,0.488003,0.43671,0.373021,0.276334,0.16365,0.0480409,-0.0857284,-0.194531,-0.31014,-0.392844,-0.454217,-0.494832,-0.486577,-0.471142,-0.400585,-0.329377,-0.214345,-0.107634,0.0274904,0.138842,0.263195,0.35209,0.430773
459,0.375083,0.43292,0.454604,0.465226,0.42458,0.378358,0.291686,0.196156,0.086527,-0.0338927,-0.142327,-0.252235,-0.339315,-0.405373,-0.452666,-0.459017,-0.451437,-0.399965,-0.338425,-0.239667,-0.143685,-0.0179498,0.0862766,0.206658,0.298222,0.376224
460,0.319972,0.38157,0.416461,0.434626,0.4116,0.377522,0.305687,0.226512,0.123367,0.0197718,-0.090348,-0.190847,-0.282579,-0.353666,-0.404253,-0.429331,-0.425035,-0.397809,-0.341794,-0.265413,-0.175195,-0.0666719,0.0361767,0.145724,0.242284,0.319179
461,0.260954,0.326145,0.375766,0.39774,0.396933,0.370925,0.318567,0.25321,0.160138,0.0724407,-0.0369009,-0.128121,-0.222693,-0.298831,-0.351948,-0.395164,-0.395135,-0.39126,-0.342055,-0.289047,-0.203912,-0.11626,-0.0129011,0.0828088,0.183346,0.260951
462,0.198631,0.268344,0.330853,0.357379,0.378421,0.360307,0.329464,0.275678,0.197729,0.121807,0.0193112,-0.0659071,-0.159994,-0.240483,-0.298132,-0.354397,-0.364647,-0.377795,-0.341736,-0.30778,-0.232245,-0.163451,-0.063146,0.0206298,0.120908,0.201785
463,0.134086,0.209445,0.280449,0.31618,0.353934,0.347747,0.33686,0.29446,0.235629,0.167118,0.0781597,-0.00504616,-0.0952198,-0.17865,-0.244105,-0.306609,-0.334602,-0.356821,-0.341738,-0.320167,-0.261607,-0.205834,-0.115913,-0.039031,0.0555102,0.141049
